Rating,Review,source,racism,bullying,sexual,predicted,predicted_proba
5,I like it its fun and great to meet girls n guys if ur a girl lookin for a guy its all diffrent ages to,skout,,,,1.0,0.23100583253383244
1,All there is is horney men an women,chat-for-strangers,,,,1.0,0.23051186775536658
3,To many perverts,chat-for-strangers,,,,1.0,0.22940844493806067
4,It's cool and all but I am only getting guys,holla,,,,1.0,0.2281685314737414
5,It takes. Little while put persistence pays off,skout,,,,1.0,0.22800633207076237
1,Please put an option where I only match with the gender I want to talk to. I want to meet women not men every single time. Literally 20 straight matches with guys and it’s annoying!,holla,,,,1.0,0.22614449149367966
1,All the asians on this site is fake lol they are faking as idols and so many rude perv guys only asking for nudes and no one should be on here under 18 don't even deserve one star,skout,,,,1.0,0.22574652557388442
5,"This app is very cool! You get to talk to many many different people from all over the world ! France,Germany,Italy,Brazil,Mexico and the list goes on and on. Make sure to always be nice and respectful and don’t show your private parts that’s not allowed you will get banned . That’s disgusting and nasty just don’t do it.  Any who great features like only talk so I video it’s like your calling a random person over your phone but it’s someone in the world somewhere far! Or you can choose video chat if you wanna see the persons face. Some people are shy and only choose the voice chat. Very fun and exciting app i recommend this app if you haven’t tried it you should it’s super fun.",holla,,,,1.0,0.22453449087022692
5,I like it because you swipe and it’s like three to two swipes than a female pop up not like azar you just swipe and swipe swipe guy guy guy guy guy girl than guy guy guy guy repeated person than girl this app is more fun and layback,holla,,,,1.0,0.2234474299294409
5,"I like the concept and idea of the app, but the guys on here are really
Gross and mostly just catfishes (posing as another person) and it’s highly disappointing. Also I try to connect with guys and I’ll get girls who say they’re men? Plus on nearby mode I have most of my luck finding cute, nice boys except the fact ITS NOT NEARBY. I’m from Tennessee and I’m matching with ppl in California. On NEARBY mode. Insane 😂",holla,,,,1.0,0.22326922281590078
2,"Although I met my current boyfriend of 6 months on here, I'd recommend this if you like old men sexually pestering you. I hate that you can't specify the age or area in which people can see your account. Your chances of finding someone decent are slim in the fact you either get people in the age group you aren't interested in, or if you find someone of interest they're half way across the globe. I constantly get people who start off a conversation sexually(which I'm NOT looking for) and when I ask them to stop they don't. Somehow when I block or report them, they make a new account and come back.",skout,,,,1.0,0.22200805661150813
1,"PACKED FULL OF PROFESSIONAL HACKERS AND CRIMINALS. THEY WILL ASK YOU TO CHAT WITH THEM OFF OF SCOUT TO TRY TO GET YOU TO VIDEO CHAT AND THEN TRY TO GET YOU TO TAKE YOUR PANTS OFF TO THEN SNAP A PHOTO OR RECORD IT THEN SHOW YOU EMAILS OF PEOPLE YOU KNOW THAT THEY WILL SEND IT TO. REAL CONTACTS OF YOUR FRIENDS AND FAMILY! THEY WILL DEMAND MONEY AND THIS IS CALLED SEXTORTION. IF YOU ENCOUNTER ANY OF THESE SCAMMERS DO NOT ENGAGE IN PHONE SEX WITH ANY PRETTY GIRLS. EVEN IF YOU DO NOT SHOW THEM YOURSELF NUDE THEY WILL PHOTOSHOP SOMETHING DIRTY WITH YOUR FACE ON IT AND THREATEN TO SEND MASS EMAILS. 

SCOUT SHOULD WARN PEOPLE!

BUT I AM WARNING YOU NOW.",skout,,,,1.0,0.21901475876918308
4,"Since being trans gender is more common now in days I feel like there should be an option to put that in the interests filters, I’m a straight male interested in women only and have no type of attraction towards trans people and there seems to be a lot of transvestites in the female section, so that would be a good idea to add on to the app 👍🏻 get a filter on those things because they are not women",skout,,,,1.0,0.21605208353848449
5,i luv this apppp i find all my suga daddies on here :) ;) :( 👅,holla,,,,1.0,0.21567326432618739
2,"The App itself is nice and I love the layout..but this site is FULL of bummy men looking for a chick to either have a one night stand, cheat on their wives, or misrepresent themselves entirely!! I'm not saying you may not get lucky and find the right one..but women be cautious. There are just a lot of horny men on here!",skout,,,,1.0,0.21554993000313893
5,Wish you could filter the quick chat for only men or only women,skout,,,,1.0,0.2149288095296753
5,To all my friends on skout I'm gonna miss you guys but I randomly got logged out and can't get back on love you guys Maybe I'll get back on eventually,skout,,,,1.0,0.20989758908205225
2,This app is plagued by guys who want nudes from girls. That's it.,chat-for-strangers,,,,1.0,0.20943917286736968
4,It’s jus a dating app for teenagers tbh it’s jus like dating apps but it’s more chill but most guys only want nudes and there’s some old creeps so watch out and the notifications get Annoying,holla,,,,1.0,0.20937041691999791
1,I was on there and everysingle guy i talked with all they wanted was nudes and sent me many inapproprite pics and they didnt stop until i told my police officer husband,skout,,,,1.0,0.20917998208039923
5,"There are to many guys
Like tf",holla,,,,1.0,0.20798047348962423
3,I find its good so far-- have found a few fraudulent guys but they are easy to pick out..,skout,,,,1.0,0.20787807628958355
1,"Half the chicks on here ask you to send money for nudes lol , if you send a woman for nude in 2018 your a loser . More then half the profiles are fake and just want money",skout,,,,1.0,0.20728829800585213
1,There is men everywhere so females,chat-for-strangers,,,,1.0,0.20714606499513177
2,"1/2: I like the app but, why do we to pay to choose a gender? 2/2: I wanted to meet friendly and nice people but, there's only horny 15 yr olds asking for nudes on kik........like seriously we barely met!        If you are looking for an actual app for talking to strangers and not some nude app, then I suggest that you don't download this app.",chat-for-strangers,,,,1.0,0.20610027652700902
4,But i'm tryinf to find someone i found on here :(,chat-for-strangers,,,,1.0,0.20569590907279656
1,The admins need to get more involved in what’s going on on this app. Perverted old men hitting on women as young as 18. Girls selling themselves sexually for money and/or drugs. Pornographic photos of underage girls with d!cks in their mouths. The admins need photo verification. There are so many fake profiles and it doesn’t appear reporting these people is doing any good. They keep coming back. Photo verification is needed.,skout,,,,1.0,0.20530966091731973
1,Too many perverts on omeagle,chat-for-strangers,,,,1.0,0.2037934214064796
1,"So, basically the app doesn’t allow you to send anything bad, which is a good thing. But what I’ve noticed is that the people give each other their snapchats or instagrams and sext on there. So what happened to me was, I was talking to a cute boy, he asked for my Snapchat, so I gave it to him. He was mad horny and it was my first time talking to a guy like that. He asked for some pictures. So I sent a couple of just my underwear. And he promised not to screenshot them. Well apparently he did and said if I don’t give him an actual video he’ll post it on his social media. I immediately blocked him. But I don’t want what happened to me to happen to others. If it’s your first time be very careful and be smart.",holla,,,,1.0,0.2016557334338971
1,"They keep upgrading it and it gets worse now u have a favorite list but sometimes work and other times doesn’t. They keep focusing on that crappy livestream and upgrading features on it constantly, they are a rip off app, do not do not purchase premium there is nothing except no ads, all the guys go to livestream on here to look at drunk, high guys and girls probably most of the day. The most they do us say hello and leave there is no use for this app if you’re over 25 it’s really focused towards very young people who wanna hook up with no ability to carry conversations. It used to be great years ago, now the guys are nasty, demanding of nude pics and curse at you if they don’t get what they want! It used to have buzz a chat section, but it’s all been removed in favor of livestream which is nothing but prostitution by another name, I hope APPLE listens and removes it from their offering, it’s a waste and scary. There is no no support whatsoever no app developers and they don’t respond by email either,. Be careful ladies meeting guys off here they are very aggressive and are just looking for a physical encounter!!!",skout,,,,1.0,0.1990262672208134
1,"This app isn't for phone sex or dating purposes. Stop trying to get nudes and chill, there are frickin' 12 year olds on here.",chat-for-strangers,,,,1.0,0.19827988648489114
3,It's a totally fun app:)! But when people ask for your kik you get on that and all they ask for is nude pictures of you >:|..... Other than that it's a great app,chat-for-strangers,,,,1.0,0.19669335340293048
5,Skout is cool only thing I don't like us the guys aernt really talkative the only guys who talk to you are ugly and unattractive so if you like convos be prepared to not have that unless your top notch gorgeous but half those guys aernt even all that theirselves,skout,,,,1.0,0.19517250980766576
1,i’ve had this app since September before there were payment plans. in my opinion limiting what someone can do on the app because you’re not paying for it is absolutely stupid!!!! there is mainly teenagers on it and you expect them to ask their parents to pay for an app to talk to people? limits to swiping on 1000 people a day because you’re not paying for it. this app has went completely downhill. very disappointed.,holla,,,,1.0,0.19514601868588377
1,"Even if you pay monthly to choose the gender, a bunch of bisexual guys have their gender set as female🖕🏼",chat-for-strangers,,,,1.0,0.1945361599188653
5,El men,skout,,,,1.0,0.1935860799781548
2,If you are going to download this app beware there are grown men acting as females to see things that shouldn't be shown. If you get this app remember what i am saying,chat-for-strangers,,,,1.0,0.18931543459709466
4,There should be no inapropriate stuff like nude pics on there,chat-for-strangers,,,,1.0,0.1874389830655374
5,Only thing that needs to be fixed is if you say woman only guys shouldn’t be able to message you!,skout,,,,1.0,0.18594238363071613
5,Great app but there's like 82 year old men and there weird,holla,,,,1.0,0.18567118233961888
1,People are either rude or disrespectful. It takes forever to find a match. Want to just talk but they want nudes. This should have a age limit or at least let you pick what gender to talk to. All I ever got was guys that wanted to master-bate.,holla,,,,1.0,0.18530539096001597
5,"It's great! They allow you to block the creepy people. This app is about finding friends or a relationship. The best part is that the guys never want to trade pics, they want to get to know you! 😝",skout,,,,1.0,0.1825226779852276
3,Met a couple of guys on here,skout,,,,1.0,0.18245691223245042
1,This app seemed like a really nice concept when I first saw it. The first person I talked with seemed really nice and we even started talking through Kik. After I while he asked for a selfie. Then he asked me for nudes. When I said I wouldn't send him nudes he asked for booty pics. After that I deleted our chat and I blocked him. I personally think this app is just a way for guys to lure girls in with their sweet talk and wait for them to take the bait. I think they should take some standards and see if girls are really girls and guys are really guys. I thought I could make new friends here but it's just been a huge disappointment 👎👎👎👎👎,chat-for-strangers,,,,1.0,0.1781504802078071
3,"It a fun way to meet new people, but most people on this app want to trade nude pic and other things. So be careful when talking.",skout,,,,1.0,0.17633573714753226
3,This app is very good but there's too many men on here,chat-for-strangers,,,,1.0,0.17514178144211856
1,"Can you guys not filter any better than this?
Why ask if I’m interested in men or women or both and then subject me to my dislike?! I want to meet someone in my city yet I’m getting requests from people billions of miles away!! WOMEN NEAR MENIS THAT SO HARD??!! No stars",skout,,,,1.0,0.17497959244545958
1,To many guys posing as women,skout,,,,1.0,0.17471010337792903
3,Not bad but a lot of perverts on there,skout,,,,1.0,0.17420662015570554
3,If you put the time into you get a couple reply’s mostly guys tho so just for warning you.,skout,,,,1.0,0.1733218255348603
5,Haha just amazing thank you guys so much.,holla,,,,1.0,0.1725737757972221
2,Yes and I can’t find the guy I was talking to....booo!!!,skout,,,,1.0,0.17143889450571348
3,"Problem: women ""studying"" in Ghana trying to rip guys off. Beware!!",skout,,,,1.0,0.17007811734046374
5,Only thing I want on her is where you can set it to a specific age group.,skout,,,,1.0,0.16982472380063474
5,"okay this app was SO much better with 2P mode, it’s annoying because I don’t wanna go on by myself and b awkward so I always come on with a friend this made the app bad... monkey only allows you to be on for 15 secs so you can’t even use monkey, please put it back on!!",holla,,,,1.0,0.16792397140438187
3,"If the fixed in to separate the men, women, str8, gay and bi so that the gay women are not constantly harassed by guys. And if u use shake chat u should only get you preference.",skout,,,,1.0,0.16571393171701176
5,It's a thing,skout,,,,1.0,0.16539823905778928
5,Thing's kewl.,holla,,,,1.0,0.16539823905778928
4,"There's so many trolls. And everybody's looking for nudes. It's fun when you're bored sometimes, if you don't get a freak.

Please add multitasking!",chat-for-strangers,,,,1.0,0.16416125281203975
5,Like literally there’s so many dudes and weirdos on this thing seriously i hate it i rather see girls not guys it’s gay to me,holla,,,,1.0,0.16176072012925413
1,It tells you you have a message all the time when you don't. Bunch of spammers. Just guys looking for sex. 40 year old women who say they are 23. Creepy old guys. Waste of time.,skout,,,,1.0,0.1616150081314338
2,if your a guy majority of girls probably wont reply to you because of the amount of thirst other guys have. even if your not thirsty sooo its eh,skout,,,,1.0,0.16071756458620512
1,"And that is honey guys. When you get on a chat room, they always asks the following.

1. Gender/Sex
2. Age
3. Location

It’s so annoying when you actually want to have a genuine conversation with someone.",chat-for-strangers,,,,1.0,0.16009513745459536
3,met some really amazing people on here but it takes forever to find one cuz there's WAY too many people asking for nude pics or something..pervs,chat-for-strangers,,,,1.0,0.15819414951609434
5,"It's a pretty good app, and it's worth your time if you want to meet and chat with some new people. I use it all the time, so I recommend this app to all my guy friends",skout,,,,1.0,0.15636322017177284
1,I not match with girls just guys jacking off,holla,,,,1.0,0.1539989683637908
3,Seriously if your looking to meet legit people to hang with or whatever? This app is not for you. Filled with creepers and fakes. I only found 2 legit people so far and I have had this app for a year. Girls beware! Your inbox will fill with 99% horny guys. Just saying. Guys. Good luck finding friends on this app.,skout,,,,1.0,0.1535339527370354
1,There's alot of gay guys on there and there really nasty dirty talking ewwyyyy,chat-for-strangers,,,,1.0,0.15181917499407738
3,"You need to put the camera back, even if it allows some inappropriate content, cause wat if I want to see that person?",chat-for-strangers,,,,1.0,0.15171443953289998
4,But needs to put option where you can choose what sex you want to talk to. Every time I say I'm male the other guy gets off. It's annoying.,chat-for-strangers,,,,1.0,0.15150522766458185
5,Girls send nude pics,skout,,,,1.0,0.15150512073383293
5,Match men with women and women with men,holla,,,,1.0,0.15049833181978944
1,"Listen I love the fact that I get to talk to people all over the place, but I'm 18! I don't want to talk to 25+ creepy men. I use shake chat and all these grown men show up. I want to put restrictions on that. I HATE THIS APP!",skout,,,,1.0,0.15049552151361456
3,"Rule 1: if you are male be caucasian. Girls only date caucasian guys. 

Rule 2: follow rule 1.",skout,,,,1.0,0.150137913350187
5,Me a hot guy on here my age. I'm good with the app.,skout,,,,1.0,0.1495524317296748
4,It's not a bad app there is surprisingly not many pervs on here with their 🍆s out all the time.,holla,,,,1.0,0.14921785545203603
3,There a lot  of creeps on this sit  keep them off,skout,,,,1.0,0.147763423383807
1,Ugly guys run this app so they won't let guys post good pics of themselves. Not worth the time. And there's an advertisement every other second.,skout,,,,1.0,0.14732443888152535
1,"First omegle experience, really hope the real omegle isn't like this. Everyone instantly asks if you're m or f then leave once you say m. This app was literally designed for this it cost money to choose female or male and their age range. I'd say if you're one of these perverts, go ahead, but if any other reason, I would definitely say no to this app 'cause that's the whole community, horny men, and a small amount of horny women.",chat-for-strangers,,,,1.0,0.14696772339448438
3,It's ok. This app seems to be just for hook ups. You talk to good guys and then find out all they want is a booty call.,skout,,,,1.0,0.14684250262671705
4,"I'm 15 f usa. And looking for guys 15-16 with abs.. 
Kik~ countrygirllol 
(:      Btw keep ur dick in ur pants (:",chat-for-strangers,,,,1.0,0.14679502798239064
1,Don't get it people always ask you for nude pics,chat-for-strangers,,,,1.0,0.14676101093218485
4,I upgraded my iPhone to newest version of skout and it was the same I messaged support now I at least have videochat so that’s a good thing! I would say there has been less scammers in the site they seem to run fast if you call them in it! I would just ask everyone it’s not skouts fault but I. General be careful! There are a lot of guys here who are more than scary and would extort anyone for money by getting info in you like your full name and even seeing you in person! Just be wise go somewhere public and don’t go off the site unless you know the person! I think I’ll never ever give my number out or go on another site again! It’s just way too scary guys are very devious on here and looking to hurt others,skout,,,,1.0,0.14644855637029885
5,I'm 27 years old and find people are rude and distasteful to people men and women,skout,,,,1.0,0.1457074671242291
2,I'm 27 years old and find people are rude and distasteful to people men and women,skout,,,,1.0,0.1457074671242291
1,Bring the shake thing back where u shake and it finds your match,skout,,,,1.0,0.14562094513822976
1,"This app is pathetic! Too many horndogs on there, men and women. When you report someone the teams never does anything about it! I think if you report a person they should be banned from the app, because they are going out of the terms of use. Not a good app!",skout,,,,1.0,0.145057989951485
1,"It's just guys asking your ""asl"". Your age, sex (gender) & location.",chat-for-strangers,,,,1.0,0.14490550073617214
1,I wrote a review about how I purchased gems but I'm not able to get anyone in the girls section just men and free and you guys have not bothered to try and fix this. Look I don't want to be seeing any guys jerking off hence why I bought the gems so I could change preferences. Very annoyed.,holla,,,,1.0,0.14405451465138963
1,Hi guys ok so my problem with this app is that I wanna 2p with my friends and with the new features idk how to do that anymore. Did you guys delete the 2p mode?if not how do I use the 2p mode again?,holla,,,,1.0,0.14386110370402316
3,Hi guys ok so my problem with this app is that I wanna 2p with my friends and with the new features idk how to do that anymore. Did you guys delete the 2p mode?if not how do I use the 2p mode again?,holla,,,,1.0,0.14386110370402316
1,Nothing but guys!!,chat-for-strangers,,,,1.0,0.1428088196840267
5,"This app is great , be careful who you talk because they are some wear guys and creepy guys and mean ,",skout,,,,1.0,0.14256315006380316
2,You allow a person who goes buy the name miss fishy to have an account when she is selling pictures of her private’s while on line.  She says vulgar things constantly.   Yet you say no nudity of vulgar  things or account deleted.    Why is she still on?,skout,,,,1.0,0.14194597433565215
3,I've made a few friend's on here. But there are some rude guys on there. Others are freaky! They care more about what you look like. Then to chat with you. Some just want to talk about sex. But there are some nice guys on there. That will have a friendly chat with you. So! Give it a try. And see what you think about it.,skout,,,,1.0,0.14060699707501367
4,You'll definitely find someone,skout,,,,1.0,0.1398869843077022
1,Nothing but dudes showing their dicks. DO NOT USE THIS APP.,holla,,,,1.0,0.1388652280998015
2,"Crazy how you let all these girls post in their bikinis or completely nude but when I post one ab pic you ban me, pervs",holla,,,,1.0,0.1383836393555904
1,"This is not a good app to be looking for a relationship on because most of everyone you meet on here are too far in distance, a lot of people only looking for money, sex, and nude pictures and videos. This app also allows you to spam accounts and there for “bots” or automated programmers sent you their kik names to get you off the site so they can send you a link to click on that goes to illegal sex sites .",skout,,,,1.0,0.13707931413776886
5,This app is like tinder and when you get a match you automatically get to add them on snapchat and add back.So many cute guys 😍😍,holla,,,,1.0,0.13628090507967605
4,Hey 15 year old male looking for Horny girls to exchange nudes. My kik name is aidan1008,chat-for-strangers,,,,1.0,0.13509257240311223
5,"I only want to talk to the women on there.  ""Shake to Chat"" doesn't let you pick guys or girls.  They should change that.",skout,,,,1.0,0.1345126082457191
2,"If you like booty calls, perverts, or freaks this is definitely the site for you.  It doesn't matter what age group you select, this site connects all different age groups in one lump.  Why would anyone pay $ to see who's viewed them? Not very impressed.",skout,,,,1.0,0.13415920969249262
1,"Got blackmailed on this website and threatened to expose images... total sham on this website. Woman either want money for nudes, or there gonna blackmail your family for what you said on here",skout,,,,1.0,0.13404677442918378
2,A lot of people ask for nudes.,holla,,,,1.0,0.1328549865658215
1,Everyone wants sex and perverted,chat-for-strangers,,,,1.0,0.132736072375363
3,Fun app worth a go to see if you can find that someone.,skout,,,,1.0,0.13236646681054642
1,"I don’t think it’s fair that if you want to talk to a girl specifically, if you’re a guy, you HAVE to pay for gems. Best part is that if a creeper or somewhere who is lying about their age goes on... that’s still 10 gems you’re taking from us regardless if they skip past or lie or whatever. Girls can literally press skip and know for a fact that they will get another guy to talk to without having to spend any money at all. I feel like this app is VERY sexist toward males.",holla,,,,1.0,0.13200296557784696
1,This app has perverts on it BEWARE 😡,skout,,,,1.0,0.13047784663110695
5,Looking for female nudes on kik MSG me @zombie10111,chat-for-strangers,,,,1.0,0.1295629245618275
4,Very good the guy to girl ratio is very guy heavy. There should be an even number of who you get to view without the gems.,holla,,,,1.0,0.12649551843031648
2,So I just had my 18th birthday the other day and as soon as Skout changed my age from 17 to 18 all of a sudden the only guys or people in general that would message me or I would get out of the random shake were either 10 years older than me or in their 30's and up. It bothered me so much because this app was pretty cool at first and then suddenly became annoying and disgusting because of all the older guys trying to pick up a newly legal chick. I even tried putting the settings so only a certain age group could message me but that only lasted for a couple hours and then the older guys were messaging me again. This completely threw me off and now I'd say this thing is only good if you're looking for weirdos who are so desperate they need to hit on ladies 10& up years older than them. This app is going downhill fast.,skout,,,,1.0,0.126235110972301
4,It’s a good app but I see mostly guys on here then women,holla,,,,1.0,0.1250026908242996
1,"All the people are the same, they want nude pics. It's suppose to be random, but every other time I start a convo I'm talking to the same person",chat-for-strangers,,,,1.0,0.12405926157060754
1,"I never ask for nudes or stuff.. I'm really respectfull, I'm 16 years old and I wanted to see how the app over 18 looks like so I created an account and the app just block me!",skout,,,,1.0,0.12063296163114678
5,"Okay, let me just start off with, wow, just wow this app is more of like a game than anything honestly 😂 but one thing that gets me sooooooo mad is that all these 12-13 year olds add me on snapchat, and expect nudes, like where is your mother !? But anyways this is a very good app, I highly suggest it, if you like meeting new people, and if you are trying to get your views on snapchat !!!🤑🤑",holla,,,,1.0,0.12060113528822303
3,everyone acts like it’s omegle and the guys all want to whip out their dicks. I would also like there to not be a prime version because it is a huge rip off and I need to be able to change my preferences for FREE. :) Thank you!,holla,,,,1.0,0.12032936972797592
5,Great app guys /),skout,,,,1.0,0.11904727289723338
1,Its shows guys when I'm only interested in women and it also shows them close and super far away. You be able to filter these 😵😡,skout,,,,1.0,0.1190152736558665
4,It's alright..hate all the in between things,skout,,,,1.0,0.11877628744972579
1,I can never match with anyone because all that’s on here is ppl showing nudes and that’s it,holla,,,,1.0,0.11653682457233216
5,Very diverse selection of men....,skout,,,,1.0,0.11595684536167017
1,"They reserve the right to freely terminate your account if they feel the need. Aka if you don't long on often enough. You may want to read their terms and conditions before you allow them to do what they want without having to notify you. Additionally, they send you these annoying ""someone checked you out!"" Notifications repeatedly. Therefore, when at work, or class, your phone is constantly going off.",skout,,,,1.0,0.11551174368114836
3,"So I deleted this app Bc the guy I liked
Said I’m a thot to still have it (he’s dumb) But I want it back because I’m actually so fkin bored without it!  But it’s always asking for my billing address!",holla,,,,1.0,0.1153075705517308
1,Too many perverts on there! I only met one person and then I deleted the app!,chat-for-strangers,,,,1.0,0.11436833894801124
1,Where do I start? Have you guys even been on here recently?,skout,,,,1.0,0.1137649967678589
4,"I only use this app to do beatbox reactions. Does a good job on finding people! It asks you if you want to talk to this person, on Omegle I’m pretty sure it just sends you right in.",holla,,,,1.0,0.11308986159206103
5,It's ok to many guys lol,holla,,,,1.0,0.11279464025364039
2,"Its ok, but i just hate how old guys always ask for naked pics of me",skout,,,,1.0,0.11239437953760767
3,It's good for finding new ppl in your area BUT you cannot turn of the location so ppl know when you're going somewhere and you cannot turn off the push notifications,skout,,,,1.0,0.11094648658926798
3,"Have people in there, but lots pervs. just board and Chat in there, can't find real relationship, if u wanna find ONS it's good place to go!lol",skout,,,,1.0,0.11006403118384456
3,It could be better you don't have a bio so it's hard to say what u want out of the app but I used notes and took a screenshot to make a bio like most of the people on there it says not nudes and I have only been asked once out of the 20+ guys I've talked to,holla,,,,1.0,0.10960795604480356
1,This app needs to be removed! This says for 17+ but they allow 13 year olds to register without any verification of age. A 9 year old can say they are 13. No one should be participating in this kind of stranger danger where little kids can video chat with grown adults based on location. If your like me and think your child is safe because they don’t own a phone... don’t allow them to go to Slumber parties. There is nothing good about any of this!,holla,,,,1.0,0.10906649992242468
3,It's a good app for like a month but then he claims to be busy and never find the correct matches and has a filter for if you just want to find girls or boys but you have to pay for Jim's and order to do so,holla,,,,1.0,0.10904291749546902
1,You can't even talk to the gender you want if you pay money cause guys pop up on both male and female side need to fix it,chat-for-strangers,,,,1.0,0.10874522670045161
4,"I think this app is great. Pictures have to be approved so there aren't any crude pictures floating around unless someone sends you one, which I don't find happen ever! Also winks allow you to get people's attention without stepping out your box and messaging someone directly. Also there aren't a lot of creepy weird guys on here looking to hook up. I find most people live away so they just wanna talk. It's a great app to talk to people.",skout,,,,1.0,0.10580401376294168
3,"TO GET THIS APP!!!
EVERY ONE WANTS TO Kik ON COMMENTS AND ON APP CAUSE THEY ARE ALL PERVS I ONLY TROLL AND IT'S SUPER FUN DO",chat-for-strangers,,,,1.0,0.10525988406063869
3,It's an okay app but there are too many perverted and horny dudes on there and it's annoying when they ask for you talk dirty I try reporting them but it won't let me -.-,chat-for-strangers,,,,1.0,0.10460703793673853
2,Guys don't download this it's just for prevents and you guys want to chat with strangers who can track you down !! Or say some stuff that you don't want to hear or maybe show some that you don't to see so yeah if you download this your a PREVENT ( you guys disgust me),chat-for-strangers,,,,1.0,0.10396014109866791
3,"There’s a lot of decent people I can match with, but I get a very large disproportionate amount of men and no women. I’m a man and I would never be a pervert towards a woman, but the very few amount of women I match with are so scared of perverted men that they just swipe passed me. Please make it so at least I don’t get so many men to match up with me so I can talk to more women.",holla,,,,1.0,0.10388813750380343
5,I love it but some perverts in this. That is the bad thing.,holla,,,,1.0,0.10252297041053704
5,Get laid here guys!!!,skout,,,,1.0,0.10146630504851917
1,This app went downhill don’t download this app..it’s a bunch of catfish pages it’s boring on there it’s no excitement. Their is no video chat feature to speak to someone directly it’s only a live feature where everyone sees what your doing if they tune in. It’s a so much weird people that says disgusting stuff in my inbox if you ignore them they curse you out it’s disgusting. Oh wait and theirs tranny’s and scammers and fake military people on there too.. I deactivated my account and skout is giving me a hard time just to permanently delete everything their getting on my last nerves. I told them I will never use their app again .done with them for good,skout,,,,1.0,0.10112958355885793
5,Got hella nudes so far,skout,,,,1.0,0.10107923996336643
5,I got banned for no reason and I spent money on this app to talk to girls for a funny moment youtube video and now i only find guys,holla,,,,1.0,0.10097316903323605
5,It's pretty great finding a bunch of guys to talk to. 😉,holla,,,,1.0,0.0999836217585921
5,Need to pay to filter users,holla,,,,1.0,0.09892293008725228
2,It’s a great place to make friends and shnazz but it’s another place where boys find girls they can play them into sending them nudes. then after they get them they block them! it’s where you can find people who fake their age only because they think your ‘really cute’ or ‘super hot’.,holla,,,,1.0,0.09865965659259168
3,Anybody know how to video chat? Cannot find it on the omegle on safari and is not on the app. Everyone talks about how good the video chat is but i can not find it on either site! Somebody please help!,chat-for-strangers,,,,1.0,0.09819444107126518
2,"My friend met some guys on here and they asked for her Kik so she gave it to them and her cell number too. They are horny guys that just will send her a dick pic and one of them sent her a video of him touching himself like 4 days ago but she's still talking to him. Only buy it of you are NOT gonna give personal info out. And I've had like 8 guys send me ""m"" (male) so just don't get it. It's really not safe unless you use cation and really know what you're doing.",chat-for-strangers,,,,1.0,0.0980942059494565
1,"If you’re looking to send or receive nudes this is the app. It’s the only reason anyone’s on this app, it’s not the make “friends”. It’s dumb.",holla,,,,1.0,0.09802729040120206
1,I GUESS IF YOU ARE A MINORITY THEY PICK ON YOU EVERY SINGLE THING YOU DO,skout,,,,1.0,0.09754588761933825
1,So many apps say their members are here. I don’t see any of them.,skout,,,,1.0,0.09740871020740371
1,This application is filled with fake profile of boys and girls. All boys do is ask for nudes while over half of the active accounts of girls are boys asking for nudes of other girls. I would not recommend this app to anyone. DONT WASTE YOUR TIME.,skout,,,,1.0,0.09628111330534206
1,So lately I’ve been asked to show my personal body parts and it’s horrifying. The males show me terrible things and I hate it. I report them but nothing happens.  One girl show me her lady parts and started fingering her you know what. I’m a terrified. Do not download this app unless you wanna see a whole lot of naked people,holla,,,,1.0,0.09610438670898325
1,Do not try this app!! Men are disrespectful on here!!! They play with themselves on live cam and a lot of men click you off because they are just disgusting horn dogs!!! Also they get banned a lot for their obscene behavior!,holla,,,,1.0,0.09478060484598583
1,I get at least 15-20 inappropriate request with explicit pictures of naked women asking me to go on their emails so that they can send me more nude pictures of themselves,skout,,,,1.0,0.09267025548130903
1,I get at least 15-20 inappropriate request with explicit pictures of naked women asking me to go on their emails so that they can send me more nude pictures of themselves,skout,,,,1.0,0.09267025548130903
1,I get at least 15-20 inappropriate request with explicit pictures of naked women asking me to go on their emails so that they can send me more nude pictures of themselves,skout,,,,1.0,0.09267025548130903
2,"The men aren't serious.  They're all dirty pervs, just like on tinder.  You do get to talk to men from other countries but you'll get about three sentences into the conversation before he turns into a dirty perv.  byes!",holla,,,,1.0,0.09248591926822858
4,"There should be a category to look for people that are bi, incase someone is trans. Like If I'm a trans person and I click on the ""men who are interested in ..."" I think there should be a ""men who are interested in men and women"" that way the trans person can find people who are cool with both genders and won't stop talking to them or judge them or be mad because they're straight and don't find being trans appealing",skout,,,,1.0,0.09152765785946837
5,Cool things are on this app,holla,,,,1.0,0.09129477875972603
4,Nice app very well put together and has a lot of member which makes it fun to use. I only wish I could turn off the notifications and they would stay off. I turn them off in settings and they keep coming back on.,skout,,,,1.0,0.09116589009781095
1,Worst app ever someone was able to find where I live it was creepy. They say no nudity but it seems to only apply to guys. There's underage kids showing there stuff,skout,,,,1.0,0.09076007238116768
5,Like the App funny people on they do cool things and you find new friends,holla,,,,1.0,0.0906710992465034
1,Found a lot of nice guys but there this one guy Greg threatens and says other mean stuff,skout,,,,1.0,0.09039660846914654
5,great way to get asked for nudes😎🤡,holla,,,,1.0,0.08899233313404764
1,"Pretty much all guys wanting to know your ""asl""!",chat-for-strangers,,,,1.0,0.08897880250793078
